# s  W0^2        W2^2        W4^2        W6^2        W8^2
6.313203400782701813e+00 6.629329183923983182e-01 1.477913700864545710e-02 1.915361572473724128e-02 6.315927895506303485e-03 1.358762635430883770e-02
6.317747800181970241e+00 6.629102441708091265e-01 1.478653060355986266e-02 1.913836303834081862e-02 6.311960268533318118e-03 1.359167705501285010e-02
6.322295470751927660e+00 6.628875654563431974e-01 1.479393573229200419e-02 1.912311720935337342e-02 6.307987704411300266e-03 1.359573716315102404e-02
6.326846414847239863e+00 6.628648822383099715e-01 1.480135236951904409e-02 1.910787827134504194e-02 6.304010227879962812e-03 1.359980658194594703e-02
6.331400634824269957e+00 6.628421945060178899e-01 1.480878048991813786e-02 1.909264625788592920e-02 6.300027863679000424e-03 1.360388521462019967e-02
6.335958133041080131e+00 6.628195022487762822e-01 1.481622006816646527e-02 1.907742120254615759e-02 6.296040636548116444e-03 1.360797296439637816e-02
6.340518911857428996e+00 6.627968054558940336e-01 1.482367107894118699e-02 1.906220313889582865e-02 6.292048571227010743e-03 1.361206973449707348e-02
6.345082973634771584e+00 6.627741041166804736e-01 1.483113349691947240e-02 1.904699210050508559e-02 6.288051692455385797e-03 1.361617542814487318e-02
6.349650320736263787e+00 6.627513982204442655e-01 1.483860729677848045e-02 1.903178812094401956e-02 6.284050024972944078e-03 1.362028994856236477e-02
6.354220955526765913e+00 6.627286877564941836e-01 1.484609245319538744e-02 1.901659123378274946e-02 6.280043593519381989e-03 1.362441319897214100e-02
6.358794880372835578e+00 6.627059727141398904e-01 1.485358894084735405e-02 1.900140147259140461e-02 6.276032422834406342e-03 1.362854508259679805e-02
6.363372097642731262e+00 6.626832530826901602e-01 1.486109673441154272e-02 1.898621887094011432e-02 6.272016537657721345e-03 1.363268550265891478e-02
6.367952609706429179e+00 6.626605288514538783e-01 1.486861580856512974e-02 1.897104346239895240e-02 6.267995962729019932e-03 1.363683436238108740e-02
6.372536418935599301e+00 6.626378000097399301e-01 1.487614613798527927e-02 1.895587528053806203e-02 6.263970722788008046e-03 1.364099156498590690e-02
6.377123527703620454e+00 6.626150665468576451e-01 1.488368769734915026e-02 1.894071435892756561e-02 6.259940842574389028e-03 1.364515701369595907e-02
6.381713938385583873e+00 6.625923284521156864e-01 1.489124046133391034e-02 1.892556073113756815e-02 6.255906346827861016e-03 1.364933061173382971e-02
6.386307653358290537e+00 6.625695857148236056e-01 1.489880440461673755e-02 1.891041443073818856e-02 6.251867260288127351e-03 1.365351226232212195e-02
6.390904675000246726e+00 6.625468383242898440e-01 1.490637950187478043e-02 1.889527549129954229e-02 6.247823607694888773e-03 1.365770186868341292e-02
6.395505005691675571e+00 6.625240862698235089e-01 1.491396572778521529e-02 1.888014394639175170e-02 6.243775413787845154e-03 1.366189933404029708e-02
6.400108647814515273e+00 6.625013295407339298e-01 1.492156305702521495e-02 1.886501982958492876e-02 6.239722703306701569e-03 1.366610456161537063e-02
6.404715603752413777e+00 6.624785681263298809e-01 1.492917146427193316e-02 1.884990317444918545e-02 6.235665500991154422e-03 1.367031745463121416e-02
6.409325875890734991e+00 6.624558020159203586e-01 1.493679092420254449e-02 1.883479401455464067e-02 6.231603831580910524e-03 1.367453791631042387e-02
6.413939466616562335e+00 6.624330311988143594e-01 1.494442141149420443e-02 1.881969238347142026e-02 6.227537719815669746e-03 1.367876584987558035e-02
6.418556378318700517e+00 6.624102556643209905e-01 1.495206290082409274e-02 1.880459831476962926e-02 6.223467190435131094e-03 1.368300115854928153e-02
6.423176613387665768e+00 6.623874754017492483e-01 1.495971536686937012e-02 1.878951184201938310e-02 6.219392268178997908e-03 1.368724374555412016e-02
6.427800174215700935e+00 6.623646904004081293e-01 1.496737878430719898e-02 1.877443299879081456e-02 6.215312977786971796e-03 1.369149351411267507e-02
6.432427063196771044e+00 6.623419006496066297e-01 1.497505312781475389e-02 1.875936181865401828e-02 6.211229343998752629e-03 1.369575036744754767e-02
6.437057282726561525e+00 6.623191061386538570e-01 1.498273837206920249e-02 1.874429833517912702e-02 6.207141391554043749e-03 1.370001420878132550e-02
6.441690835202481757e+00 6.622963068568584744e-01 1.499043449174769158e-02 1.872924258193624236e-02 6.203049145192544161e-03 1.370428494133658741e-02
6.446327723023669520e+00 6.622735027935300334e-01 1.499814146152740960e-02 1.871419459249550402e-02 6.198952629653959809e-03 1.370856246833594000e-02
6.450967948590990986e+00 6.622506939379769753e-01 1.500585925608551377e-02 1.869915440042700314e-02 6.194851869677988829e-03 1.371284669300196213e-02
6.455611514307033616e+00 6.622278802795088515e-01 1.501358785009917172e-02 1.868412203930087251e-02 6.190746890004332828e-03 1.371713751855724306e-02
6.460258422576122150e+00 6.622050618074341033e-01 1.502132721824554588e-02 1.866909754268722063e-02 6.186637715372692546e-03 1.372143484822437726e-02
6.464908675804307947e+00 6.621822385110622822e-01 1.502907733520180908e-02 1.865408094415616641e-02 6.182524370522772192e-03 1.372573858522595398e-02
6.469562276399376088e+00 6.621594103797021624e-01 1.503683817564512720e-02 1.863907227727782182e-02 6.178406880194268168e-03 1.373004863278456597e-02
6.474219226770838276e+00 6.621365774026626294e-01 1.504460971425265227e-02 1.862407157562232310e-02 6.174285269126889020e-03 1.373436489412279207e-02
6.478879529329953257e+00 6.621137395692527905e-01 1.505239192570157446e-02 1.860907887275976488e-02 6.170159562060330283e-03 1.373868727246323369e-02
6.483543186489706400e+00 6.620908968687817531e-01 1.506018478466904578e-02 1.859409420226025914e-02 6.166029783734294431e-03 1.374301567102848010e-02
6.488210200664818572e+00 6.620680492905585135e-01 1.506798826583223387e-02 1.857911759769394558e-02 6.161895958888487408e-03 1.374734999304111534e-02
6.492880574271754135e+00 6.620451968238919571e-01 1.507580234386830115e-02 1.856414909263092577e-02 6.157758112262604749e-03 1.375169014172373042e-02
6.497554309728716504e+00 6.620223394580910803e-01 1.508362699345442565e-02 1.854918872064131516e-02 6.153616268596351531e-03 1.375603602029891633e-02
6.502231409455646371e+00 6.619994771824651014e-01 1.509146218926776112e-02 1.853423651529523958e-02 6.149470452629427625e-03 1.376038753198926233e-02
6.506911875874227924e+00 6.619766099863226838e-01 1.509930790598547692e-02 1.851929251016280406e-02 6.145320689101534638e-03 1.376474458001735943e-02
6.511595711407890619e+00 6.619537378589731569e-01 1.510716411828474937e-02 1.850435673881413445e-02 6.141167002752373309e-03 1.376910706760579861e-02
6.516282918481806519e+00 6.619308607897255170e-01 1.511503080084273740e-02 1.848942923481933925e-02 6.137009418321646981e-03 1.377347489797717088e-02
6.520973499522890293e+00 6.619079787678884275e-01 1.512290792833660344e-02 1.847451003174853737e-02 6.132847960549054657e-03 1.377784797435405856e-02
6.525667456959808099e+00 6.618850917827714397e-01 1.513079547544351512e-02 1.845959916317186159e-02 6.128682654174304016e-03 1.378222619995905611e-02
6.530364793222975806e+00 6.618621998236831061e-01 1.513869341684064528e-02 1.844469666265939958e-02 6.124513523937085389e-03 1.378660947801475800e-02
6.535065510744550998e+00 6.618393028799326450e-01 1.514660172720515285e-02 1.842980256378129109e-02 6.120340594577111659e-03 1.379099771174374829e-02
6.539769611958449858e+00 6.618164009408289417e-01 1.515452038121421069e-02 1.841491690010763418e-02 6.116163890834077493e-03 1.379539080436861798e-02
6.544477099300338274e+00 6.617934939956811036e-01 1.516244935354498294e-02 1.840003970520856166e-02 6.111983437447685366e-03 1.379978865911195805e-02
6.549187975207633627e+00 6.617705820337982381e-01 1.517038861887463376e-02 1.838517101265417855e-02 6.107799259157637752e-03 1.380419117919635778e-02
6.553902242119506560e+00 6.617476650444891195e-01 1.517833815188032558e-02 1.837031085601460376e-02 6.103611380703635389e-03 1.380859826784440296e-02
6.558619902476887198e+00 6.617247430170629663e-01 1.518629792723923469e-02 1.835545926885996312e-02 6.099419826825380753e-03 1.381300982827869152e-02
6.563340958722464258e+00 6.617018159408286637e-01 1.519426791962852179e-02 1.834061628476035821e-02 6.095224622262574582e-03 1.381742576372181099e-02
6.568065413300677058e+00 6.616788838050952082e-01 1.520224810372535276e-02 1.832578193728592528e-02 6.091025791754918484e-03 1.382184597739634542e-02
6.572793268657731502e+00 6.616559465991715960e-01 1.521023845420689351e-02 1.831095626000675894e-02 6.086823360042114064e-03 1.382627037252488929e-02
6.577524527241592978e+00 6.616330043123670457e-01 1.521823894575031685e-02 1.829613928649298157e-02 6.082617351863860329e-03 1.383069885233003532e-02
6.582259191501987239e+00 6.616100569339904425e-01 1.522624955303278696e-02 1.828133105031471209e-02 6.078407791959862354e-03 1.383513132003437104e-02
6.586997263890400411e+00 6.615871044533504497e-01 1.523427025073145757e-02 1.826653158504207980e-02 6.074194705069820011e-03 1.383956767886048052e-02
6.591738746860093201e+00 6.615641468597567298e-01 1.524230101352350847e-02 1.825174092424518280e-02 6.069978115933436641e-03 1.384400783203095821e-02
6.596483642866084018e+00 6.615411841425178352e-01 1.525034181608610727e-02 1.823695910149413998e-02 6.065758049290406913e-03 1.384845168276840378e-02
6.601231954365157861e+00 6.615182162909427621e-01 1.525839263309640599e-02 1.822218615035907027e-02 6.061534529880439372e-03 1.385289913429538396e-02
6.605983683815872531e+00 6.614952432943409510e-01 1.526645343923158787e-02 1.820742210441009951e-02 6.057307582443236492e-03 1.385735008983451054e-02
6.610738833678555970e+00 6.614722651420209543e-01 1.527452420916881014e-02 1.819266699721733618e-02 6.053077231718493809e-03 1.386180445260836412e-02
6.615497406415301818e+00 6.614492818232919902e-01 1.528260491758524041e-02 1.817792086235089574e-02 6.048843502445917265e-03 1.386626212583953743e-02
6.620259404489980071e+00 6.614262933274629441e-01 1.529069553915804111e-02 1.816318373338089362e-02 6.044606419365205000e-03 1.387072301275061106e-02
6.625024830368235307e+00 6.614032996438428125e-01 1.529879604856438507e-02 1.814845564387744525e-02 6.040366007216058618e-03 1.387518701656418815e-02
6.629793686517484019e+00 6.613803007617408136e-01 1.530690642048143993e-02 1.813373662741066955e-02 6.036122290738181462e-03 1.387965404050285276e-02
6.634565975406917282e+00 6.613572966704659439e-01 1.531502662958636463e-02 1.811902671755068889e-02 6.031875294671276005e-03 1.388412398778919241e-02
6.639341699507507855e+00 6.613342873593269777e-01 1.532315665055633026e-02 1.810432594786761870e-02 6.027625043755043856e-03 1.388859676164580503e-02
6.644120861292007518e+00 6.613112728176332444e-01 1.533129645806850447e-02 1.808963435193156402e-02 6.023371562729181415e-03 1.389307226529527123e-02
6.648903463234942635e+00 6.612882530346931853e-01 1.533944602680004966e-02 1.807495196331264722e-02 6.019114876333394627e-03 1.389755040196018372e-02
6.653689507812624804e+00 6.612652279998163518e-01 1.534760533142812827e-02 1.806027881558099416e-02 6.014855009307385099e-03 1.390203107486313004e-02
6.658478997503149976e+00 6.612421977023116293e-01 1.535577434662991833e-02 1.804561494230669597e-02 6.010591986390846631e-03 1.390651418722670812e-02
6.663271934786394013e+00 6.612191621314881251e-01 1.536395304708258226e-02 1.803096037705989932e-02 6.006325832323492972e-03 1.391099964227350376e-02
6.668068322144015347e+00 6.611961212766543916e-01 1.537214140746327555e-02 1.801631515341070924e-02 6.002056571845018791e-03 1.391548734322610101e-02
6.672868162059466535e+00 6.611730751271199802e-01 1.538033940244917450e-02 1.800167930492923424e-02 5.997784229695125695e-03 1.391997719330709780e-02
6.677671457017983592e+00 6.611500236721936652e-01 1.538854700671745540e-02 1.798705286518560015e-02 5.993508830613515290e-03 1.392446909573908341e-02
6.682478209506589550e+00 6.611269669011844430e-01 1.539676419494525987e-02 1.797243586774992241e-02 5.989230399339890917e-03 1.392896295374464188e-02
6.687288422014101563e+00 6.611039048034014209e-01 1.540499094180976941e-02 1.795782834619231300e-02 5.984948960613953317e-03 1.393345867054636422e-02
6.692102097031127350e+00 6.610808373681533734e-01 1.541322722198815165e-02 1.794323033408289081e-02 5.980664539175399759e-03 1.393795614936684663e-02
6.696919237050065199e+00 6.610577645847496298e-01 1.542147301015757074e-02 1.792864186499176782e-02 5.976377159763936187e-03 1.394245529342867315e-02
6.701739844565105741e+00 6.610346864424988533e-01 1.542972828099518912e-02 1.791406297248907334e-02 5.972086847119265074e-03 1.394695600595443480e-02
6.706563922072245276e+00 6.610116029307103735e-01 1.543799300917817613e-02 1.789949369014490546e-02 5.967793625981082824e-03 1.395145819016672603e-02
6.711391472069265340e+00 6.609885140386928537e-01 1.544626716938369768e-02 1.788493405152938656e-02 5.963497521089092777e-03 1.395596174928812570e-02
6.716222497055748697e+00 6.609654197557557342e-01 1.545455073628891965e-02 1.787038409021264596e-02 5.959198557183000879e-03 1.396046658654123349e-02
6.721056999533079335e+00 6.609423200712079005e-01 1.546284368457100968e-02 1.785584383976479561e-02 5.954896759002504397e-03 1.396497260514863691e-02
6.725894982004443357e+00 6.609192149743579048e-01 1.547114598890713538e-02 1.784131333375594056e-02 5.950592151287304940e-03 1.396947970833292696e-02
6.730736446974821874e+00 6.608961044545154095e-01 1.547945762397445746e-02 1.782679260575620664e-02 5.946284758777104114e-03 1.397398779931668944e-02
6.735581396951006994e+00 6.608729885009891891e-01 1.548777856445014874e-02 1.781228168933570929e-02 5.941974606211606127e-03 1.397849678132252055e-02
6.740429834441592050e+00 6.608498671030879068e-01 1.549610878501137337e-02 1.779778061806455008e-02 5.937661718330504781e-03 1.398300655757300261e-02
6.745281761956974265e+00 6.608267402501211141e-01 1.550444826033530073e-02 1.778328942551287220e-02 5.933346119873509489e-03 1.398751703129073529e-02
6.750137182009357417e+00 6.608036079313973632e-01 1.551279696509907761e-02 1.776880814525077720e-02 5.929027835580320989e-03 1.399202810569829050e-02
6.754996097112758946e+00 6.607804701362260946e-01 1.552115487397990115e-02 1.775433681084838400e-02 5.924706890190636552e-03 1.399653968401828180e-02
6.759858509783002845e+00 6.607573268539158606e-01 1.552952196165491641e-02 1.773987545587580109e-02 5.920383308444160386e-03 1.400105166947328110e-02
6.764724422537721438e+00 6.607341780737761017e-01 1.553789820280129970e-02 1.772542411390316125e-02 5.916057115080593232e-03 1.400556396528588807e-02
6.769593837896363375e+00 6.607110237851154810e-01 1.554628357209620476e-02 1.771098281850056258e-02 5.911728334839636695e-03 1.401007647467868156e-02
6.774466758380190967e+00 6.606878639772432171e-01 1.555467804421681657e-02 1.769655160323813786e-02 5.907396992460992383e-03 1.401458910087426991e-02
6.779343186512277519e+00 6.606646986394681953e-01 1.556308159384028889e-02 1.768213050168598865e-02 5.903063112684360167e-03 1.401910174709522679e-02
6.784223124817513551e+00 6.606415277610995229e-01 1.557149419564378759e-02 1.766771954741424427e-02 5.898726720249444257e-03 1.402361431656414317e-02
6.789106575822609457e+00 6.606183513314463074e-01 1.557991582430448205e-02 1.765331877399301322e-02 5.894387839895945391e-03 1.402812671250361701e-02
6.793993542056095514e+00 6.605951693398172120e-01 1.558834645449954856e-02 1.763892821499241093e-02 5.890046496363560841e-03 1.403263883813623755e-02
6.798884026048315654e+00 6.605719817755216772e-01 1.559678606090613394e-02 1.762454790398256671e-02 5.885702714391999150e-03 1.403715059668458887e-02
6.803778030331440796e+00 6.605487886278681442e-01 1.560523461820140928e-02 1.761017787453358560e-02 5.881356518720957591e-03 1.404166189137125674e-02
6.808675557439466175e+00 6.605255898861661645e-01 1.561369210106255782e-02 1.759581816021557957e-02 5.877007934090135166e-03 1.404617262541884778e-02
6.813576609908205128e+00 6.605023855397246235e-01 1.562215848416673158e-02 1.758146879459867445e-02 5.872656985239237820e-03 1.405068270204993738e-02
6.818481190275295312e+00 6.604791755778525175e-01 1.563063374219108778e-02 1.756712981125299264e-02 5.868303696907968894e-03 1.405519202448711480e-02
6.823389301080213798e+00 6.604559599898586209e-01 1.563911784981281833e-02 1.755280124374862874e-02 5.863948093836021322e-03 1.405970049595298144e-02
6.828300944864251321e+00 6.604327387650521519e-01 1.564761078170907177e-02 1.753848312565571554e-02 5.859590200763103648e-03 1.406420801967012135e-02
6.833216124170531813e+00 6.604095118927421071e-01 1.565611251255701053e-02 1.752417549054436849e-02 5.855230042428914879e-03 1.406871449886111861e-02
6.838134841544014186e+00 6.603862793622374827e-01 1.566462301703381438e-02 1.750987837198470648e-02 5.850867643573159221e-03 1.407321983674857113e-02
6.843057099531486998e+00 6.603630411628470531e-01 1.567314226981663880e-02 1.749559180354683108e-02 5.846503028935531344e-03 1.407772393655506472e-02
6.847982900681568452e+00 6.603397972838804808e-01 1.568167024558266009e-02 1.748131581880087507e-02 5.842136223255740661e-03 1.408222670150319038e-02
6.852912247544716173e+00 6.603165477146462070e-01 1.569020691900903722e-02 1.746705045131695389e-02 5.837767251273484441e-03 1.408672803481553909e-02
6.857845142673223648e+00 6.602932924444532281e-01 1.569875226477294300e-02 1.745279573466516562e-02 5.833396137728463424e-03 1.409122783971469839e-02
6.862781588621217566e+00 6.602700314626107625e-01 1.570730625755153639e-02 1.743855170241563959e-02 5.829022907360379216e-03 1.409572601942326101e-02
6.867721587944664030e+00 6.602467647584278065e-01 1.571586887202198676e-02 1.742431838813850165e-02 5.824647584908936027e-03 1.410022247716381273e-02
6.872665143201371230e+00 6.602234923212133566e-01 1.572444008286146000e-02 1.741009582540385681e-02 5.820270195113835462e-03 1.410471711615894630e-02
6.877612256950990322e+00 6.602002141402764090e-01 1.573301986474712200e-02 1.739588404778182398e-02 5.815890762714773926e-03 1.410920983963125097e-02
6.882562931755008329e+00 6.601769302049260713e-01 1.574160819235614212e-02 1.738168308884252208e-02 5.811509312451459096e-03 1.411370055080331948e-02
6.887517170176760573e+00 6.601536405044710065e-01 1.575020504036567931e-02 1.736749298215606654e-02 5.807125869063589109e-03 1.411818915289773588e-02
6.892474974781430674e+00 6.601303450282205443e-01 1.575881038345291335e-02 1.735331376129256586e-02 5.802740457290864705e-03 1.412267554913709464e-02
6.897436348136041673e+00 6.601070437654835699e-01 1.576742419629499625e-02 1.733914545982213895e-02 5.798353101872987490e-03 1.412715964274398328e-02
6.902401292809467570e+00 6.600837367055691907e-01 1.577604645356910432e-02 1.732498811131490818e-02 5.793963827549659072e-03 1.413164133694099281e-02
6.907369811372431556e+00 6.600604238377862920e-01 1.578467712995239303e-02 1.731084174934099246e-02 5.789572659060583659e-03 1.413612053495071422e-02
6.912341906397509561e+00 6.600371051514439813e-01 1.579331620012204215e-02 1.729670640747050722e-02 5.785179621145461124e-03 1.414059713999573503e-02
6.917317580459124926e+00 6.600137806358513659e-01 1.580196363875521065e-02 1.728258211927356444e-02 5.780784738543992204e-03 1.414507105529864799e-02
6.922296836133557285e+00 6.599904502803169981e-01 1.581061942052906094e-02 1.726846891832027261e-02 5.776388035995877641e-03 1.414954218408203714e-02
6.927279675998941677e+00 6.599671140741505404e-01 1.581928352012077280e-02 1.725436683818076106e-02 5.771989538240819041e-03 1.415401042956850215e-02
6.932266102635264993e+00 6.599437720066605451e-01 1.582795591220750170e-02 1.724027591242514174e-02 5.767589270018518011e-03 1.415847569498062015e-02
6.937256118624369527e+00 6.599204240671561195e-01 1.583663657146640660e-02 1.722619617462353356e-02 5.763187256068679626e-03 1.416293788354098908e-02
6.942249726549968081e+00 6.598970702449464820e-01 1.584532547257467422e-02 1.721212765834605196e-02 5.758783521131001157e-03 1.416739689847220166e-02
6.947246928997620863e+00 6.598737105293401850e-01 1.585402259020945656e-02 1.719807039716280891e-02 5.754378089945183343e-03 1.417185264299684194e-02
6.952247728554751482e+00 6.598503449096466689e-01 1.586272789904791952e-02 1.718402442464392679e-02 5.749970987250931261e-03 1.417630502033750094e-02
6.957252127810650499e+00 6.598269733751749300e-01 1.587144137376723940e-02 1.716998977435952450e-02 5.745562237787947384e-03 1.418075393371677310e-02
6.962260129356470095e+00 6.598035959152335206e-01 1.588016298904457169e-02 1.715596647987970361e-02 5.741151866295924645e-03 1.418519928635723903e-02
6.967271735785225850e+00 6.597802125191319922e-01 1.588889271955709268e-02 1.714195457477459689e-02 5.736739897514572459e-03 1.418964098148149840e-02
6.972286949691801183e+00 6.597568231761790081e-01 1.589763053998195438e-02 1.712795409261431284e-02 5.732326356183590696e-03 1.419407892231213004e-02
6.977305773672950906e+00 6.597334278756835646e-01 1.590637642499634005e-02 1.711396506696896344e-02 5.727911267042677494e-03 1.419851301207173538e-02
6.982328210327292339e+00 6.597100266069551022e-01 1.591513034927741210e-02 1.709998753140867453e-02 5.723494654831539664e-03 1.420294315398290194e-02
6.987354262255316861e+00 6.596866193593022842e-01 1.592389228750232255e-02 1.708602151950356501e-02 5.719076544289874477e-03 1.420736925126821551e-02
6.992383932059387242e+00 6.596632061220341070e-01 1.593266221434825464e-02 1.707206706482374339e-02 5.714656960157387007e-03 1.421179120715026535e-02
6.997417222343742971e+00 6.596397868844595669e-01 1.594144010449236037e-02 1.705812420093932510e-02 5.710235927173773658e-03 1.421620892485164420e-02
7.002454135714490491e+00 6.596163616358878823e-01 1.595022593261181953e-02 1.704419296142042906e-02 5.705813470078740374e-03 1.422062230759494131e-02
7.007494674779620070e+00 6.595929303656279385e-01 1.595901967338379454e-02 1.703027337983718109e-02 5.701389613611987893e-03 1.422503125860274768e-02
7.012538842148995144e+00 6.595694930629885100e-01 1.596782130148544435e-02 1.701636548975967930e-02 5.696964382513213486e-03 1.422943568109764911e-02
7.017586640434359424e+00 6.595460497172790371e-01 1.597663079159394872e-02 1.700246932475804953e-02 5.692537801522123096e-03 1.423383547830224354e-02
7.022638072249332453e+00 6.595226003178082941e-01 1.598544811838646315e-02 1.698858491840241070e-02 5.688109895378415728e-03 1.423823055343911154e-02
7.027693140209420264e+00 6.594991448538852774e-01 1.599427325654015353e-02 1.697471230426287822e-02 5.683680688821796459e-03 1.424262080973084758e-02
7.032751846932010942e+00 6.594756833148192054e-01 1.600310618073219268e-02 1.696085151590957449e-02 5.679250206591964292e-03 1.424700615040004267e-02
7.037814195036373732e+00 6.594522156899186305e-01 1.601194686563973957e-02 1.694700258691259759e-02 5.674818473428617366e-03 1.425138647866928086e-02
7.042880187143665260e+00 6.594287419684931040e-01 1.602079528593996702e-02 1.693316555084207684e-02 5.670385514071464225e-03 1.425576169776116182e-02
7.047949825876930419e+00 6.594052621398511782e-01 1.602965141631004439e-02 1.691934044126813114e-02 5.665951353260199538e-03 1.426013171089826614e-02
7.053023113861099702e+00 6.593817761933021826e-01 1.603851523142712371e-02 1.690552729176086552e-02 5.661516015734528381e-03 1.426449642130319002e-02
7.058100053722989209e+00 6.593582841181551135e-01 1.604738670596838473e-02 1.689172613589041277e-02 5.657079526234152361e-03 1.426885573219851579e-02
7.063180648091317515e+00 6.593347859037185232e-01 1.605626581461098643e-02 1.687793700722687446e-02 5.652641909498771350e-03 1.427320954680684137e-02
7.068264899596686135e+00 6.593112815393020743e-01 1.606515253203210508e-02 1.686415993934036947e-02 5.648203190268086954e-03 1.427755776835075603e-02
7.073352810871589291e+00 6.592877710142144299e-01 1.607404683290889619e-02 1.685039496580102714e-02 5.643763393281802515e-03 1.428190030005284557e-02
7.078444384550421908e+00 6.592642543177646974e-01 1.608294869191852564e-02 1.683664212017894901e-02 5.639322543279616171e-03 1.428623704513569924e-02
7.083539623269475172e+00 6.592407314392617623e-01 1.609185808373817320e-02 1.682290143604425400e-02 5.634880665001231262e-03 1.429056790682191498e-02
7.088638529666929422e+00 6.592172023680146209e-01 1.610077498304498395e-02 1.680917294696706796e-02 5.630437783186351131e-03 1.429489278833406818e-02
7.093741106382873696e+00 6.591936670933324915e-01 1.610969936451614112e-02 1.679545668651750284e-02 5.625993922574676516e-03 1.429921159289476197e-02
7.098847356059295066e+00 6.591701256045242596e-01 1.611863120282881062e-02 1.678175268826566022e-02 5.621549107905902953e-03 1.430352422372658389e-02
7.103957281340078644e+00 6.591465778908988105e-01 1.612757047266015140e-02 1.676806098578167287e-02 5.617103363919738988e-03 1.430783058405211972e-02
7.109070884871013796e+00 6.591230239417653625e-01 1.613651714868733281e-02 1.675438161263565970e-02 5.612656715355884493e-03 1.431213057709395872e-02
7.114188169299797693e+00 6.590994637464329120e-01 1.614547120558752075e-02 1.674071460239773268e-02 5.608209186954039339e-03 1.431642410607469537e-02
7.119309137276032651e+00 6.590758972942104554e-01 1.615443261803788458e-02 1.672705998863800031e-02 5.603760803453906869e-03 1.432071107421692066e-02
7.124433791451222575e+00 6.590523245744066561e-01 1.616340136071558325e-02 1.671341780492658843e-02 5.599311589595186087e-03 1.432499138474321344e-02
7.129562134478788060e+00 6.590287455763309543e-01 1.617237740829778267e-02 1.669978808483360902e-02 5.594861570117580334e-03 1.432926494087617339e-02
7.134694169014055731e+00 6.590051602892923466e-01 1.618136073546166606e-02 1.668617086192918098e-02 5.590410769760790349e-03 1.433353164583839497e-02
7.139829897714263574e+00 6.589815687025994961e-01 1.619035131688438545e-02 1.667256616978341280e-02 5.585959213264514271e-03 1.433779140285245876e-02
7.144969323238559156e+00 6.589579708055617324e-01 1.619934912724310325e-02 1.665897404196644074e-02 5.581506925368463247e-03 1.434204411514095230e-02
7.150112448248011177e+00 6.589343665874881628e-01 1.620835414121499923e-02 1.664539451204836290e-02 5.577053930812328475e-03 1.434628968592647699e-02
7.155259275405600583e+00 6.589107560376873396e-01 1.621736633347722889e-02 1.663182761359929818e-02 5.572600254335815899e-03 1.435052801843161342e-02
7.160409807376222346e+00 6.588871391454684812e-01 1.622638567870695811e-02 1.661827338018936895e-02 5.568145920678627125e-03 1.435475901587894912e-02
7.165564046826693456e+00 6.588635159001408059e-01 1.623541215158136319e-02 1.660473184538869065e-02 5.563690954580462894e-03 1.435898258149108722e-02
7.170721996425750255e+00 6.588398862910130882e-01 1.624444572677760656e-02 1.659120304276737526e-02 5.559235380781023944e-03 1.436319861849060658e-02
7.175883658844049329e+00 6.588162503073943244e-01 1.625348637897284718e-02 1.657768700589553820e-02 5.554779224020011882e-03 1.436740703010009820e-02
7.181049036754163950e+00 6.587926079385937328e-01 1.626253408284425439e-02 1.656418376834330880e-02 5.550322509037130918e-03 1.437160771954215308e-02
7.186218132830604510e+00 6.587689591739200878e-01 1.627158881306900104e-02 1.655069336368078514e-02 5.545865260572078320e-03 1.437580059003936393e-02
7.191390949749795425e+00 6.587453040026827189e-01 1.628065054432425302e-02 1.653721582547809654e-02 5.541407503364558298e-03 1.437998554481432004e-02
7.196567490190089345e+00 6.587216424141902893e-01 1.628971925128716927e-02 1.652375118730535844e-02 5.536949262154271592e-03 1.438416248708960718e-02
7.201747756831769820e+00 6.586979743977519064e-01 1.629879490863491917e-02 1.651029948273267933e-02 5.532490561680918940e-03 1.438833132008781636e-02
7.206931752357050414e+00 6.586742999426766776e-01 1.630787749104467207e-02 1.649686074533018160e-02 5.528031426684202818e-03 1.439249194703154204e-02
7.212119479450070259e+00 6.586506190382734882e-01 1.631696697319359041e-02 1.648343500866798414e-02 5.523571881903823096e-03 1.439664427114337175e-02
7.217310940796905605e+00 6.586269316738515567e-01 1.632606332975884006e-02 1.647002230631619546e-02 5.519111952079483983e-03 1.440078819564588955e-02
7.222506139085564492e+00 6.586032378387197683e-01 1.633516653541759733e-02 1.645662267184494487e-02 5.514651661950884486e-03 1.440492362376169684e-02
7.227705077005990297e+00 6.585795375221867864e-01 1.634427656484701077e-02 1.644323613882432700e-02 5.510191036257726209e-03 1.440905045871337074e-02
7.232907757250059078e+00 6.585558307135622735e-01 1.635339339272426015e-02 1.642986274082448156e-02 5.505730099739711628e-03 1.441316860372350919e-02
7.238114182511590222e+00 6.585321174021547819e-01 1.636251699372650442e-02 1.641650251141551706e-02 5.501268877136542348e-03 1.441727796201470145e-02
7.243324355486340238e+00 6.585083975772735299e-01 1.637164734253092335e-02 1.640315548416754546e-02 5.496807393187919978e-03 1.442137843680953678e-02
7.248538278872001861e+00 6.584846712282272918e-01 1.638078441381466202e-02 1.638982169265068220e-02 5.492345672633543521e-03 1.442546993133060097e-02
7.253755955368216490e+00 6.584609383443252861e-01 1.638992818225490367e-02 1.637650117043505313e-02 5.487883740213118054e-03 1.442955234880048850e-02
